filename,sha256,file_size_bytes,domain,suitability_status,sequence_identity,variant_identity,parent_sequence_identity,derivation_type,source_family,width,height,frame_rate_rational,frame_rate_float,is_hfr,pixel_format,bit_depth,duration_seconds,dynamic_range_classification,is_hdr,is_wcg,selected_vmaf_model,model_compatibility,model_selection_reason,license,license_source,access_restrictions,exclusion_reason,relative_path
browsing.mp4,f46473a3cbfc3abd3fb2c9069ea7c3092c1d62b0fca2bdd8a328933767ffc12d,22975253,Domain 1: Primary SDR,eligible_sdr_primary,browsing,browsing_1080p60,browsing,local_screen_capture,Local / Project-Supplied,1920,1080,60/1,60.0,True,yuv420p,8,46.266,sdr_standard,False,False,vmaf_v1.0.16_hfr_3d0h,compatible,Native 1080p SDR HFR (>=50fps) (60.00 fps) matches official vmaf_v1.0.16_hfr_3d0h model,Proprietary / Internal Research Use Only,VeilFrame Project Local Source,Internal project evaluation only,,resource_videos/browsing.mp4
carphone_qcif.y4m,bd176aee36dd839dcec88671acc811c61f72ea45ee458afb82b35e8b92328aa9,14524448,Domain 2: Secondary / Legacy,secondary_domain,carphone,carphone_qcif,carphone,classic_sd_benchmark,Xiph/DERF Classic SD,176,144,30000/1001,29.97,False,yuv420p,8,12.746067,sdr_standard,False,False,,secondary_domain,Legacy CIF/QCIF SD sequence: viewing assumptions materially differ from modern HD/UHD,Public Domain / Research Evaluation,ITU-T Legacy Test Sequence Collection,Research evaluation,Legacy CIF/QCIF SD sequence: viewing assumptions materially differ from modern HD/UHD,resource_videos/carphone_qcif.y4m
Chimera_DCI4k5994p_HDR_P3PQ.mp4,34bd0f5936c93fe236e6bc382cc1e4898da2118a73f6d892b370ef76434005b9,10913501217,Domain 3: HDR / WCG,not_applicable_hdr,chimera,chimera_monolith_dci4k5994p_hdr_p3pq,chimera,monolith_master,Netflix Open Content,4096,2160,60000/1001,59.9401,True,yuv420p,8,1850.765583,hdr_pq,True,False,,not_applicable,HDR content: outside SDR VMAF v1.0.16 model scope,Creative Commons Attribution 4.0 International (CC BY 4.0),Netflix Open Content License (CC BY 4.0),Attribution required,High Dynamic Range / Wide Color Gamut asset; segregated from SDR calibration,resource_videos/Chimera_DCI4k5994p_HDR_P3PQ.mp4
chimera_ep01_bar_scene.mp4,7aa6a40ab7dc32708f87607c07c74d7d1bcf20bd26e11b4059bbafc4da1fdad5,202688747,Domain 3: HDR / WCG,not_applicable_hdr,chimera,chimera_ep01_bar_scene,chimera,episode_clip,Netflix Open Content,4096,2160,60000/1001,59.9401,True,yuv420p,8,42.075367,hdr_general,True,False,,not_applicable,HDR content: outside SDR VMAF v1.0.16 model scope,Creative Commons Attribution 4.0 International (CC BY 4.0),Netflix Open Content Terms,Attribution required,High Dynamic Range / Wide Color Gamut asset; segregated from SDR calibration,resource_videos/chimera_episodes/chimera_ep01_bar_scene.mp4
chimera_ep06_rollercoaster_sequence.mp4,0b748f2ff0ca5797ba0c118c801f4cf9fcf46c4cf8ed200319b87f9f939d66fc,1458143594,Domain 3: HDR / WCG,not_applicable_hdr,chimera,chimera_ep06_rollercoaster_sequence,chimera,episode_clip,Netflix Open Content,4096,2160,60000/1001,59.9401,True,yuv420p,8,70.103367,hdr_general,True,False,,not_applicable,HDR content: outside SDR VMAF v1.0.16 model scope,Creative Commons Attribution 4.0 International (CC BY 4.0),Netflix Open Content Terms,Attribution required,High Dynamic Range / Wide Color Gamut asset; segregated from SDR calibration,resource_videos/chimera_episodes/chimera_ep06_rollercoaster_sequence.mp4
chimera_ep10_netflix_card_twirl.mp4,2eb0f817a92b7f1de60f2beec40f07e7cef04d3c8d3d715ee83fc5da86ae296d,382897560,Domain 3: HDR / WCG,not_applicable_hdr,chimera,chimera_ep10_netflix_card_twirl,chimera,episode_clip,Netflix Open Content,4096,2160,60000/1001,59.9401,True,yuv420p,8,77.110367,hdr_general,True,False,,not_applicable,HDR content: outside SDR VMAF v1.0.16 model scope,Creative Commons Attribution 4.0 International (CC BY 4.0),Netflix Open Content Terms,Attribution required,High Dynamic Range / Wide Color Gamut asset; segregated from SDR calibration,resource_videos/chimera_episodes/chimera_ep10_netflix_card_twirl.mp4
chimera_ep22_basketball_free_throws.mp4,45e15bef84c43f4c7a8390c5f754f10f22feede71ab60fc5e12202cce792e641,63996830,Domain 3: HDR / WCG,not_applicable_hdr,chimera,chimera_ep22_basketball_free_throws,chimera,episode_clip,Netflix Open Content,4096,2160,60000/1001,59.9401,True,yuv420p,8,20.08675,hdr_general,True,False,,not_applicable,HDR content: outside SDR VMAF v1.0.16 model scope,Creative Commons Attribution 4.0 International (CC BY 4.0),Netflix Open Content Terms,Attribution required,High Dynamic Range / Wide Color Gamut asset; segregated from SDR calibration,resource_videos/chimera_episodes/chimera_ep22_basketball_free_throws.mp4
deadline_cif.y4m,4498852bf8f18d0c56957a4eff9611e3a851bfa9087e6ac8efffdadf2d02b964,208944224,Domain 2: Secondary / Legacy,secondary_domain,deadline,deadline_cif,deadline,classic_sd_benchmark,Xiph/DERF Classic SD,352,288,30000/1001,29.97,False,yuv420p,8,45.8458,sdr_standard,False,False,,secondary_domain,Legacy CIF/QCIF SD sequence: viewing assumptions materially differ from modern HD/UHD,Public Domain / Research Evaluation,ITU-T Legacy Test Sequence Collection,Research evaluation,Legacy CIF/QCIF SD sequence: viewing assumptions materially differ from modern HD/UHD,resource_videos/deadline_cif.y4m
ducks_take_off_1080p50.y4m,029122d1749339df5eb72e465befe264ad782dd4ce1b4cfde283219283ed5a0f,1555203036,Domain 1: Primary SDR,eligible_sdr_primary,ducks_take_off,ducks_take_off_1080p50,ducks_take_off,source_master_1080p50,SVT High Definition Multi Format Test Set,1920,1080,50/1,50.0,True,yuv420p,8,10.0,sdr_standard,False,False,vmaf_v1.0.16_hfr_3d0h,compatible,Native 1080p SDR HFR (>=50fps) (50.00 fps) matches official vmaf_v1.0.16_hfr_3d0h model,SVT Research Test Set License,SVT Open Test Set Terms,Non-commercial research use only,,resource_videos/ducks_take_off_1080p50.y4m
flower_cif.y4m,26c7934b77186836a39db113e8011e841bd593e37295efb98a38915b24aa2b8e,38017544,Domain 2: Secondary / Legacy,secondary_domain,flower,flower_cif,flower,classic_sd_benchmark,Xiph/DERF Classic SD,352,288,30000/1001,29.97,False,yuv420p,8,8.341667,sdr_standard,False,False,,secondary_domain,Legacy CIF/QCIF SD sequence: viewing assumptions materially differ from modern HD/UHD,Public Domain / Research Evaluation,ITU-T Legacy Test Sequence Collection,Research evaluation,Legacy CIF/QCIF SD sequence: viewing assumptions materially differ from modern HD/UHD,resource_videos/flower_cif.y4m
FourPeople_1280x720_60.y4m,c8877dab4220847942eba4ab57ac36b4a0509694d25c42fe67a641ddbfa5cfe8,830826065,Domain 2: Secondary / Legacy,secondary_domain,four_people,four_people_720p60,four_people,source_master_720p60,Vidyo / FourPeople,1280,720,60/1,60.0,True,yuv420p,8,10.016667,sdr_standard,False,False,,secondary_domain,720p resolution: 1080p 3H viewing model not established for native 720p display,Public Domain / Research Evaluation,ITU-T Recommendation Test Collection,Research evaluation,720p resolution: 1080p 3H viewing model not established for native 720p display,resource_videos/FourPeople_1280x720_60.y4m
zebra_L10_G48.mp4,497313022f8b773cb21a11a85b20ff9e4256c732e0d5d10cfe69b466839ef24e,20464686,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L10_G48_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,7.133333,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L10_G48.mp4
zebra_L1_G10.mp4,fbdc3c33db47ad491c4aacfe481f4c3af2eea7483841f16bf838f017e99d3881,602505,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L1_G10_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,6.0,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L1_G10.mp4
zebra_L1_G6.mp4,dce8b1b615dfece12188eca0663a1c494dff000a1c32a36de7cc27eb883f472a,648932,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L1_G6_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,8.9,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L1_G6.mp4
zebra_L2_G12.mp4,53b1be3e331bcb32e57125173ebc5b126e2aebdb4ba79cb1c1a5da7e3ece5131,459178,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L2_G12_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,5.9,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L2_G12.mp4
zebra_L2_G16.mp4,467825ffa0d705d09188f94eb4470e2e8c84768663ba6b952fd24fb3df1dc09b,1154739,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L2_G16_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,8.566667,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L2_G16.mp4
zebra_L3_G19.mp4,9c783b7d23329e1c37d31ceeec804ce5ad77e40d99106fb90cb264513a486a5f,692510,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L3_G19_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,4.966667,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L3_G19.mp4
zebra_L3_G23.mp4,7d44f91cd84f905af2129c2db5d45471c59c1b4e2ae29ee146089b95d2169e7c,2497574,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L3_G23_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,6.4,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L3_G23.mp4
zebra_L4_G22.mp4,5e7e7f2eada2f5766787973f601f62e251717dddeb333555e174dd18232af14a,772097,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L4_G22_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,6.0,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L4_G22.mp4
zebra_L4_G27.mp4,77477b91d99ae782fee7c11265bc447701f59665c2a85a512f9ccdfd100ed118,5171299,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L4_G27_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,6.2,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L4_G27.mp4
zebra_L5_G29.mp4,da6fa11e8f6bdc959d1210015067ed30add1421584e8517bdbcaf235285bf2e7,3064457,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L5_G29_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,5.7,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L5_G29.mp4
zebra_L5_G34.mp4,e688bf530beea155a1517e065a87dd7b493d1c88efab752c9f70fb29e8002cf1,16014619,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L5_G34_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,6.466667,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L5_G34.mp4
zebra_L6_G35.mp4,1226a0e1a2e98e9f5713e574410a1582fcdd010a73b81172f4cfcc5755729097,8721588,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L6_G35_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,4.866667,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L6_G35.mp4
zebra_L6_G39.mp4,5ac8f9dd6511b510472b61e002b075b92a61900276cab96a2cc4db42be8d438f,29627713,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L6_G39_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,7.4,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L6_G39.mp4
zebra_L7_G42.mp4,ab8224ea8969f644e6c633ad8df0655f7bfb6b8dbd40245f7014786acc90bdc4,22629556,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L7_G42_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,6.133333,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L7_G42.mp4
zebra_L7_G46.mp4,faae15fc448fe39e935f3d6ac79dc045f1eb95160bfe34ed9d1111bd99c93a46,43190548,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L7_G46_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,5.733333,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L7_G46.mp4
zebra_L8_G48.mp4,b767c658cc5a09aeec11520678926da7691b2425316b681d93a867524260dc42,29389327,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L8_G48_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,5.466667,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L8_G48.mp4
zebra_L9_G48.mp4,c979c6aee42a7ea9ad8edbf86e84be8ff2e37cf6885775df12d93cc117eb4e95,21847488,Domain 4: Sensor / Illumination,sensor_domain,hue_controlled,hue_zebra_L9_G48_30fps,hue_controlled,sensor_video_render,HUE_Controlled Sensor Dataset,1456,1088,30/1,30.0,False,yuv420p,8,5.466667,sdr_standard,False,False,,unsupported,Resolution 1456x1088 does not map to 1080p or 2160p VMAF domain,Research Dataset License,Event Camera Research Terms,Research evaluation only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/videos/zebra_L9_G48.mp4
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L10_G48/event_camera_params.json
frame_camera_params.xml,8db33e0a904595f967a7a2fa233bef84b20c812e519ac21d54e0f414ff8bfa27,115093,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L10_G48/frame_camera_params.xml
lux_values.txt,505b351e172e939b7d0c4ed72ecb80b71d628e3694c1cf0050d1dfbfddff45d4,461,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L10_G48/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L10_G48/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L1_G10/event_camera_params.json
frame_camera_params.xml,d4f33116e57bdd12482b1546ac6e1e0e907ac4fec5918a216502c31693488de7,115095,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L1_G10/frame_camera_params.xml
lux_values.txt,de048bf8d727a045bd8fa0ad2f71e0d784e0147ecd75c7dc6b12440eca6b5c4c,360,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L1_G10/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L1_G10/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L1_G6/event_camera_params.json
frame_camera_params.xml,33252cffc985def1079fe0a1701ae81a9c576403b3c3f8c81701e92c43ce4e61,115092,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L1_G6/frame_camera_params.xml
lux_values.txt,7932b8a1c837b39db1bcb41995abb734c8b9ccc2418dc561223adb398e855766,534,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L1_G6/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L1_G6/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L2_G12/event_camera_params.json
frame_camera_params.xml,1b604d58ade3df18b130be530cbf25439edc62e64224894034d3ce787c025148,115095,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L2_G12/frame_camera_params.xml
lux_values.txt,b21d4253bf28ae906e76b6e0f08a98a42e257d18f27909c62c33150c49b80fdb,354,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L2_G12/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L2_G12/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L2_G16/event_camera_params.json
frame_camera_params.xml,3ba3d5c695a1effcd3eb9273255a5c5300eef1a7ab85459f15742716e4b2e875,115093,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L2_G16/frame_camera_params.xml
lux_values.txt,c22e3427a04c05579f14ddbe4d19c2124d291d94cb560a903e4ea045cc3e92e5,514,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L2_G16/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L2_G16/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L3_G19/event_camera_params.json
frame_camera_params.xml,48c4aa8993f89e648c9d33abe377c432955b5c06bb57398cd990b9e7148d4e38,115095,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L3_G19/frame_camera_params.xml
