filename,sha256,file_size_bytes,domain,suitability_status,sequence_identity,variant_identity,parent_sequence_identity,derivation_type,source_family,width,height,frame_rate_rational,frame_rate_float,is_hfr,pixel_format,bit_depth,duration_seconds,dynamic_range_classification,is_hdr,is_wcg,selected_vmaf_model,model_compatibility,model_selection_reason,license,license_source,access_restrictions,exclusion_reason,relative_path
lux_values.txt,4ab69c1dccde1347bc1a6cfd3dc73ae86e6e81f1dea8e41867002f6382c1f841,298,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L3_G19/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L3_G19/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L3_G23/event_camera_params.json
frame_camera_params.xml,f4ce3f4bedde53ec3ecdb521df4980abcdbdb719766592051dac2806aa3e41c5,115095,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L3_G23/frame_camera_params.xml
lux_values.txt,eaa5bc65d0efb5b4f1580c051a198b772ab41548be9fd4c3307794ad2e533ada,384,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L3_G23/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L3_G23/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L4_G22/event_camera_params.json
frame_camera_params.xml,e678fe98a2de0ca1e78e199d66ed184860c5aa781be4fcf7a5ae4d62e6bd5568,115095,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L4_G22/frame_camera_params.xml
lux_values.txt,16a60f2888d22d692c1a6ab7aab07b5c45e063c2add94be68e31f3a5efc579aa,360,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L4_G22/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L4_G22/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L4_G27/event_camera_params.json
frame_camera_params.xml,d3979bb0a9bdb2feddd8da6d4666eb55ff462eeeb34d7733af2f8db1887ff61c,115095,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L4_G27/frame_camera_params.xml
lux_values.txt,f19e5f2cf877725ab7599292c649c3e5077d5b4cb574c431af7e49f8b3699df1,372,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L4_G27/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L4_G27/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L5_G29/event_camera_params.json
frame_camera_params.xml,d2531f8285548a61694192f49f9875096cc5e36ed46cc91c04fe7b7389a8a548,115093,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L5_G29/frame_camera_params.xml
lux_values.txt,34dc6e2bbac932fd63d012416e82cb02ac3af3de435f81fdc74f50a5968a7302,342,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L5_G29/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L5_G29/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L5_G34/event_camera_params.json
frame_camera_params.xml,2eff2150302aa95c491c67a0d2bacb45017335d7badb401ba7925fe0da978b68,115093,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L5_G34/frame_camera_params.xml
lux_values.txt,8e368695c3101068504a4c06e6e94429e53bffe2e526ae1958c66e27b1225a02,388,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L5_G34/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L5_G34/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L6_G35/event_camera_params.json
frame_camera_params.xml,f1e13e40ad9e78d63328d00bc8f7530ccebe0bce6c47852d4ee0204f9cd176d9,115093,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L6_G35/frame_camera_params.xml
lux_values.txt,110ea0833bd4ba4c12fc121e99df2a9823a57372569af0a545ebb2b495338bcb,292,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L6_G35/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L6_G35/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L6_G39/event_camera_params.json
frame_camera_params.xml,9f8519ac2efe12b6a3f6d903ece85f22e2bbd95eee06d9c107090471c9c0bca8,115093,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L6_G39/frame_camera_params.xml
lux_values.txt,f490ff069690be3e668e942ffc479139fe754c64ebac66bd424c178503ab1258,444,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L6_G39/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L6_G39/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L7_G42/event_camera_params.json
frame_camera_params.xml,a89339c0ce463eec501317013d091a3be0e5483323768de3ce2da2fe3b5f13c2,115095,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L7_G42/frame_camera_params.xml
lux_values.txt,2b91c25841bfb0f361e06afa4e440f81f604161c2ed6d7576bf3041aa3541a10,368,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L7_G42/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L7_G42/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L7_G46/event_camera_params.json
frame_camera_params.xml,f43e7c994f3e2b9bee3dff8094a0209f1c1a09fba2d8074c1327ce1d16206a1b,115093,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L7_G46/frame_camera_params.xml
lux_values.txt,17198a95a0662d67549527d9afdcdd75129e874c66798197bcd0d2fff9507f44,344,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L7_G46/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L7_G46/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L8_G48/event_camera_params.json
frame_camera_params.xml,8db33e0a904595f967a7a2fa233bef84b20c812e519ac21d54e0f414ff8bfa27,115093,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L8_G48/frame_camera_params.xml
lux_values.txt,136718406b63a8affbcba629452b8dc7f88d45c06c2a6371eb85f999bd3e3901,356,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L8_G48/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L8_G48/metadata.json
event_camera_params.json,627d502a32815bf77e03e35cb900b310b41a611397df918a892d29a73fd16dd0,744,Domain 4: Sensor / Illumination,sensor_domain,event_camera_params,event_camera_params,event_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L9_G48/event_camera_params.json
frame_camera_params.xml,d0f3d5ec9f95cb27ff509f6a3b41745f6f6060f467ba5c88f33661172284c62e,115093,excluded,excluded_documentation,frame_camera_params,frame_camera_params,frame_camera_params,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L9_G48/frame_camera_params.xml
lux_values.txt,ecb4438fc810bc729f85790554d22d5c0ffb751e713cbd4dc864b49a942542a3,362,excluded,excluded_documentation,lux_values,lux_values,lux_values,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/HUE_Controlled/zebra_L9_G48/lux_values.txt
metadata.json,686d706762c1efc51c4456bb7a081cedf2ed8dad262ad94de3ed4ca5f6ea79c0,34,Domain 4: Sensor / Illumination,sensor_domain,metadata,metadata,metadata,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,sdr_standard,False,False,,unsupported,Missing stream geometry or frame-rate metadata,Proprietary / Internal,Unverified Local Asset,Internal use only,Controlled illumination event-camera sensor dataset; segregated from primary SDR video calibration,resource_videos/HUE_Controlled/zebra_L9_G48/metadata.json
IDE.mp4,dcfe9909503dac737c45daf8e39326b6eb4530414902f4f2109a1ee89dd610fc,31953358,Domain 1: Primary SDR,eligible_sdr_primary,ide_editing,ide_1808x1080_60,ide_editing,local_screen_capture,Local / Project-Supplied,1808,1080,60/1,60.0,True,yuv420p,8,47.833,sdr_standard,False,False,vmaf_v1.0.16_hfr_3d0h,compatible,Native 1080p SDR HFR (>=50fps) (60.00 fps) matches official vmaf_v1.0.16_hfr_3d0h model,Proprietary / Internal Research Use Only,VeilFrame Project Local Source,Internal project evaluation only,,resource_videos/IDE.mp4
netflix_chimera_4096x2160_download_instructions.pdf,de4f755745503008fecf45ff447e586f547e0403323169a3ee0dac1cf9c95b68,21494236,excluded,excluded_documentation,netflix_chimera_4096x2160_download_instructions,netflix_chimera_4096x2160_download_instructions,netflix_chimera_4096x2160_download_instructions,unknown_file,Local / Project-Supplied (Unverified),,,,,False,,8,,hdr_general,True,False,,not_applicable,HDR content: outside SDR VMAF v1.0.16 model scope,Proprietary / Internal,Unverified Local Asset,Internal use only,Non-media documentation file,resource_videos/netflix_chimera_4096x2160_download_instructions.pdf
night_drive01.mp4,9faa5a6221613ec5e59288621bac4043d00782d24a11d6a6933f4e17b84355e2,2686111712,Domain 1: Primary SDR,eligible_sdr_primary,night_drive,night_drive01_1080p25,night_drive,local_dashcam_capture,Local / Project-Supplied,1920,1080,25/1,25.0,False,yuv420p,8,1067.096,sdr_bt709,False,False,vmaf_v1.0.16_3d0h,compatible,Native 1080p SDR standard (<50fps) (25.00 fps) matches official vmaf_v1.0.16_3d0h model,Proprietary / Internal Research Use Only,VeilFrame Project Local Source,Internal project evaluation only,,resource_videos/night_drive01.mp4
old_town_cross_1080p50.y4m,6ffe76b98ba0d7a46dd66259591848fd96202f3f95a2659019a5e6be71d8ea89,1555203036,Domain 1: Primary SDR,eligible_sdr_primary,old_town_cross,old_town_cross_1080p50,old_town_cross,source_master_1080p50,SVT High Definition Multi Format Test Set,1920,1080,50/1,50.0,True,yuv420p,8,10.0,sdr_standard,False,False,vmaf_v1.0.16_hfr_3d0h,compatible,Native 1080p SDR HFR (>=50fps) (50.00 fps) matches official vmaf_v1.0.16_hfr_3d0h model,SVT Research Test Set License,SVT Open Test Set Terms,Non-commercial research use only,,resource_videos/old_town_cross_1080p50.y4m
park_joy_1080p50.y4m,fff79a02056bf94ef032394895ffb6354df961e6609693bf98ed77ef00a14886,1555203036,Domain 1: Primary SDR,eligible_sdr_primary,park_joy,park_joy_1080p50,park_joy,downscaled_variant_1080p50,SVT High Definition Multi Format Test Set,1920,1080,50/1,50.0,True,yuv420p,8,10.0,sdr_standard,False,False,vmaf_v1.0.16_hfr_3d0h,compatible,Native 1080p SDR HFR (>=50fps) (50.00 fps) matches official vmaf_v1.0.16_hfr_3d0h model,SVT Research Test Set License,SVT Open Test Set Terms,Non-commercial research use only,,resource_videos/park_joy_1080p50.y4m
